Time,,x(t),vx(t),,y(t),vy(t),,z(t),vz(t)
373,,2192.75,5.87804,,-8721.71,3.75813,,-54420.8,2.09134
373.5,,2195.69,5.87804,,-8719.83,3.75814,,-54419.8,2.09141
374,,2198.63,5.87804,,-8717.95,3.75815,,-54418.7,2.09147
374.5,,2201.57,5.87804,,-8716.07,3.75817,,-54417.7,2.09154
375,,2204.51,5.87803,,-8714.19,3.75818,,-54416.6,2.0916
375.5,,2207.44,5.87803,,-8712.31,3.75819,,-54415.6,2.09167
376,,2210.38,5.87803,,-8710.43,3.7582,,-54414.5,2.09173
376.5,,2213.32,5.87803,,-8708.55,3.75821,,-54413.5,2.0918
377,,2216.26,5.87802,,-8706.68,3.75822,,-54412.4,2.09186
377.5,,2219.2,5.87802,,-8704.8,3.75823,,-54411.4,2.09193
378,,2222.14,5.87802,,-8702.92,3.75824,,-54410.4,2.09199
378.5,,2225.08,5.87802,,-8701.04,3.75825,,-54409.3,2.09205
379,,2228.02,5.87801,,-8699.16,3.75826,,-54408.3,2.09212
379.5,,2230.96,5.87801,,-8697.28,3.75827,,-54407.2,2.09218
380,,2233.9,5.87801,,-8695.4,3.75828,,-54406.2,2.09225
380.5,,2236.83,5.87801,,-8693.52,3.75829,,-54405.1,2.09231
381,,2239.77,5.878,,-8691.64,3.7583,,-54404.1,2.09238
381.5,,2242.71,5.878,,-8689.76,3.75831,,-54403,2.09244
382,,2245.65,5.878,,-8687.88,3.75832,,-54402,2.09251
382.5,,2248.59,5.87799,,-8686.01,3.75833,,-54400.9,2.09257
383,,2251.53,5.87799,,-8684.13,3.75834,,-54399.9,2.09264
383.5,,2254.47,5.87799,,-8682.25,3.75835,,-54398.8,2.0927
384,,2257.41,5.87799,,-8680.37,3.75836,,-54397.8,2.09277
384.5,,2260.35,5.87798,,-8678.49,3.75837,,-54396.8,2.09283
385,,2263.29,5.87798,,-8676.61,3.75838,,-54395.7,2.0929
385.5,,2266.22,5.87798,,-8674.73,3.75839,,-54394.7,2.09296
386,,2269.16,5.87798,,-8672.85,3.7584,,-54393.6,2.09302
386.5,,2272.1,5.87797,,-8670.97,3.75841,,-54392.6,2.09309
387,,2275.04,5.87797,,-8669.09,3.75842,,-54391.5,2.09315
387.5,,2277.98,5.87797,,-8667.21,3.75843,,-54390.5,2.09322
388,,2280.92,5.87796,,-8665.33,3.75844,,-54389.4,2.09328
388.5,,2283.86,5.87796,,-8663.45,3.75845,,-54388.4,2.09335
389,,2286.8,5.87796,,-8661.58,3.75846,,-54387.3,2.09341
389.5,,2289.74,5.87796,,-8659.7,3.75848,,-54386.3,2.09348
390,,2292.68,5.87795,,-8657.82,3.75849,,-54385.2,2.09354
390.5,,2295.61,5.87795,,-8655.94,3.7585,,-54384.2,2.09361
391,,2298.55,5.87795,,-8654.06,3.75851,,-54383.1,2.09367
391.5,,2301.49,5.87795,,-8652.18,3.75852,,-54382.1,2.09374
392,,2304.43,5.87794,,-8650.3,3.75853,,-54381.1,2.0938
392.5,,2307.37,5.87794,,-8648.42,3.75854,,-54380,2.09387
393,,2310.31,5.87794,,-8646.54,3.75855,,-54379,2.09393
393.5,,2313.25,5.87793,,-8644.66,3.75856,,-54377.9,2.094
394,,2316.19,5.87793,,-8642.78,3.75857,,-54376.9,2.09406
394.5,,2319.13,5.87793,,-8640.9,3.75858,,-54375.8,2.09413
395,,2322.06,5.87793,,-8639.02,3.75859,,-54374.8,2.09419
395.5,,2325,5.87792,,-8637.15,3.7586,,-54373.7,2.09425
396,,2327.94,5.87792,,-8635.27,3.75861,,-54372.7,2.09432
396.5,,2330.88,5.87792,,-8633.39,3.75862,,-54371.6,2.09438
397,,2333.82,5.87792,,-8631.51,3.75863,,-54370.6,2.09445
397.5,,2336.76,5.87791,,-8629.63,3.75864,,-54369.5,2.09451
398,,2339.7,5.87791,,-8627.75,3.75865,,-54368.5,2.09458
398.5,,2342.64,5.87791,,-8625.87,3.75866,,-54367.4,2.09464
399,,2345.58,5.8779,,-8623.99,3.75867,,-54366.4,2.09471
399.5,,2348.52,5.8779,,-8622.11,3.75868,,-54365.3,2.09477
400,,2351.45,5.8779,,-8620.23,3.75869,,-54364.3,2.09484
400.5,,2354.39,5.8779,,-8618.35,3.7587,,-54363.3,2.0949
401,,2357.33,5.87789,,-8616.47,3.75871,,-54362.2,2.09497
401.5,,2360.27,5.87789,,-8614.59,3.75872,,-54361.2,2.09503
402,,2363.21,5.87789,,-8612.71,3.75873,,-54360.1,2.0951
402.5,,2366.15,5.87788,,-8610.83,3.75874,,-54359.1,2.09516
403,,2369.09,5.87788,,-8608.96,3.75875,,-54358,2.09523
403.5,,2372.03,5.87788,,-8607.08,3.75876,,-54357,2.09529
404,,2374.97,5.87788,,-8605.2,3.75877,,-54355.9,2.09536
404.5,,2377.9,5.87787,,-8603.32,3.75878,,-54354.9,2.09542
405,,2380.84,5.87787,,-8601.44,3.75879,,-54353.8,2.09549
405.5,,2383.78,5.87787,,-8599.56,3.7588,,-54352.8,2.09555
406,,2386.72,5.87786,,-8597.68,3.75881,,-54351.7,2.09562
406.5,,2389.66,5.87786,,-8595.8,3.75882,,-54350.7,2.09568
407,,2392.6,5.87786,,-8593.92,3.75883,,-54349.6,2.09574
407.5,,2395.54,5.87786,,-8592.04,3.75885,,-54348.6,2.09581
408,,2398.48,5.87785,,-8590.16,3.75886,,-54347.5,2.09587
408.5,,2401.42,5.87785,,-8588.28,3.75887,,-54346.5,2.09594
409,,2404.36,5.87785,,-8586.4,3.75888,,-54345.4,2.096
409.5,,2407.29,5.87784,,-8584.52,3.75889,,-54344.4,2.09607
410,,2410.23,5.87784,,-8582.64,3.7589,,-54343.3,2.09613
410.5,,2413.17,5.87784,,-8580.76,3.75891,,-54342.3,2.0962
411,,2416.11,5.87784,,-8578.88,3.75892,,-54341.2,2.09626
411.5,,2419.05,5.87783,,-8577,3.75893,,-54340.2,2.09633
412,,2421.99,5.87783,,-8575.13,3.75894,,-54339.2,2.09639
412.5,,2424.93,5.87783,,-8573.25,3.75895,,-54338.1,2.09646
413,,2427.87,5.87782,,-8571.37,3.75896,,-54337.1,2.09652
413.5,,2430.81,5.87782,,-8569.49,3.75897,,-54336,2.09659
414,,2433.74,5.87782,,-8567.61,3.75898,,-54335,2.09665
414.5,,2436.68,5.87782,,-8565.73,3.75899,,-54333.9,2.09672
415,,2439.62,5.87781,,-8563.85,3.759,,-54332.9,2.09678
415.5,,2442.56,5.87781,,-8561.97,3.75901,,-54331.8,2.09685
416,,2445.5,5.87781,,-8560.09,3.75902,,-54330.8,2.09691
416.5,,2448.44,5.8778,,-8558.21,3.75903,,-54329.7,2.09698
417,,2451.38,5.8778,,-8556.33,3.75904,,-54328.7,2.09704
417.5,,2454.32,5.8778,,-8554.45,3.75905,,-54327.6,2.09711
418,,2457.26,5.8778,,-8552.57,3.75906,,-54326.6,2.09717
418.5,,2460.19,5.87779,,-8550.69,3.75907,,-54325.5,2.09724
419,,2463.13,5.87779,,-8548.81,3.75908,,-54324.5,2.0973
419.5,,2466.07,5.87779,,-8546.93,3.75909,,-54323.4,2.09737
420,,2469.01,5.87778,,-8545.05,3.7591,,-54322.4,2.09743
420.5,,2471.95,5.87778,,-8543.17,3.75911,,-54321.3,2.0975
421,,2474.89,5.87778,,-8541.29,3.75912,,-54320.3,2.09756
421.5,,2477.83,5.87777,,-8539.41,3.75913,,-54319.2,2.09763
422,,2480.77,5.87777,,-8537.54,3.75914,,-54318.2,2.09769
422.5,,2483.71,5.87777,,-8535.66,3.75915,,-54317.1,2.09776
423,,2486.64,5.87777,,-8533.78,3.75916,,-54316.1,2.09782
423.5,,2489.58,5.87776,,-8531.9,3.75917,,-54315,2.09789
424,,2492.52,5.87776,,-8530.02,3.75918,,-54314,2.09795
424.5,,2495.46,5.87776,,-8528.14,3.75919,,-54312.9,2.09802
425,,2498.4,5.87775,,-8526.26,3.7592,,-54311.9,2.09808
425.5,,2501.34,5.87775,,-8524.38,3.75921,,-54310.8,2.09815
426,,2504.28,5.87775,,-8522.5,3.75922,,-54309.8,2.09821
426.5,,2507.22,5.87775,,-8520.62,3.75923,,-54308.7,2.09828
427,,2510.16,5.87774,,-8518.74,3.75924,,-54307.7,2.09834
427.5,,2513.09,5.87774,,-8516.86,3.75925,,-54306.6,2.09841
428,,2516.03,5.87774,,-8514.98,3.75926,,-54305.6,2.09847
428.5,,2518.97,5.87773,,-8513.1,3.75927,,-54304.5,2.09854
429,,2521.91,5.87773,,-8511.22,3.75928,,-54303.5,2.0986
429.5,,2524.85,5.87773,,-8509.34,3.75929,,-54302.4,2.09867
430,,2527.79,5.87772,,-8507.46,3.7593,,-54301.4,2.09873
430.5,,2530.73,5.87772,,-8505.58,3.75931,,-54300.3,2.0988
431,,2533.67,5.87772,,-8503.7,3.75933,,-54299.3,2.09886
431.5,,2536.61,5.87771,,-8501.82,3.75934,,-54298.2,2.09893
432,,2539.54,5.87771,,-8499.94,3.75935,,-54297.2,2.09899
432.5,,2542.48,5.87771,,-8498.06,3.75936,,-54296.1,2.09906
433,,2545.42,5.87771,,-8496.18,3.75937,,-54295.1,2.09912
433.5,,2548.36,5.8777,,-8494.3,3.75938,,-54294.1,2.09919
434,,2551.3,5.8777,,-8492.42,3.75939,,-54293,2.09925
434.5,,2554.24,5.8777,,-8490.54,3.7594,,-54292,2.09932
435,,2557.18,5.87769,,-8488.66,3.75941,,-54290.9,2.09938
435.5,,2560.12,5.87769,,-8486.78,3.75942,,-54289.9,2.09945
436,,2563.06,5.87769,,-8484.91,3.75943,,-54288.8,2.09951
436.5,,2565.99,5.87768,,-8483.03,3.75944,,-54287.8,2.09958
437,,2568.93,5.87768,,-8481.15,3.75945,,-54286.7,2.09964
437.5,,2571.87,5.87768,,-8479.27,3.75946,,-54285.7,2.09971
438,,2574.81,5.87768,,-8477.39,3.75947,,-54284.6,2.09977
438.5,,2577.75,5.87767,,-8475.51,3.75948,,-54283.6,2.09984
439,,2580.69,5.87767,,-8473.63,3.75949,,-54282.5,2.0999
439.5,,2583.63,5.87767,,-8471.75,3.7595,,-54281.5,2.09997
440,,2586.57,5.87766,,-8469.87,3.75951,,-54280.4,2.10003
440.5,,2589.5,5.87766,,-8467.99,3.75952,,-54279.4,2.1001
441,,2592.44,5.87766,,-8466.11,3.75953,,-54278.3,2.10016
441.5,,2595.38,5.87765,,-8464.23,3.75954,,-54277.3,2.10023
442,,2598.32,5.87765,,-8462.35,3.75955,,-54276.2,2.10029
442.5,,2601.26,5.87765,,-8460.47,3.75956,,-54275.2,2.10036
443,,2604.2,5.87764,,-8458.59,3.75957,,-54274.1,2.10042
443.5,,2607.14,5.87764,,-8456.71,3.75958,,-54273.1,2.10049
444,,2610.08,5.87764,,-8454.83,3.75959,,-54272,2.10055
444.5,,2613.02,5.87763,,-8452.95,3.7596,,-54271,2.10062
445,,2615.95,5.87763,,-8451.07,3.75961,,-54269.9,2.10068
445.5,,2618.89,5.87763,,-8449.19,3.75962,,-54268.9,2.10075
446,,2621.83,5.87763,,-8447.31,3.75963,,-54267.8,2.10081
446.5,,2624.77,5.87762,,-8445.43,3.75964,,-54266.7,2.10088
447,,2627.71,5.87762,,-8443.55,3.75965,,-54265.7,2.10094
447.5,,2630.65,5.87762,,-8441.67,3.75966,,-54264.6,2.10101
448,,2633.59,5.87761,,-8439.79,3.75967,,-54263.6,2.10107
448.5,,2636.53,5.87761,,-8437.91,3.75968,,-54262.5,2.10114
449,,2639.46,5.87761,,-8436.03,3.75969,,-54261.5,2.1012
449.5,,2642.4,5.8776,,-8434.15,3.7597,,-54260.4,2.10127
450,,2645.34,5.8776,,-8432.27,3.75971,,-54259.4,2.10133
450.5,,2648.28,5.8776,,-8430.39,3.75972,,-54258.3,2.1014
451,,2651.22,5.87759,,-8428.51,3.75973,,-54257.3,2.10146
451.5,,2654.16,5.87759,,-8426.63,3.75974,,-54256.2,2.10153
452,,2657.1,5.87759,,-8424.75,3.75975,,-54255.2,2.10159
452.5,,2660.04,5.87758,,-8422.87,3.75976,,-54254.1,2.10166
453,,2662.97,5.87758,,-8420.99,3.75977,,-54253.1,2.10172
453.5,,2665.91,5.87758,,-8419.11,3.75978,,-54252,2.10179
454,,2668.85,5.87757,,-8417.23,3.75979,,-54251,2.10185
454.5,,2671.79,5.87757,,-8415.35,3.7598,,-54249.9,2.10192
455,,2674.73,5.87757,,-8413.47,3.75981,,-54248.9,2.10198
455.5,,2677.67,5.87756,,-8411.59,3.75982,,-54247.8,2.10205
456,,2680.61,5.87756,,-8409.71,3.75983,,-54246.8,2.10211
456.5,,2683.55,5.87756,,-8407.83,3.75984,,-54245.7,2.10218
457,,2686.49,5.87756,,-8405.95,3.75985,,-54244.7,2.10224
457.5,,2689.42,5.87755,,-8404.07,3.75986,,-54243.6,2.10231
458,,2692.36,5.87755,,-8402.19,3.75987,,-54242.6,2.10237
458.5,,2695.3,5.87755,,-8400.31,3.75988,,-54241.5,2.10244
459,,2698.24,5.87754,,-8398.43,3.75989,,-54240.5,2.1025
459.5,,2701.18,5.87754,,-8396.55,3.7599,,-54239.4,2.10257
460,,2704.12,5.87754,,-8394.67,3.75991,,-54238.4,2.10263
460.5,,2707.06,5.87753,,-8392.79,3.75992,,-54237.3,2.1027
461,,2710,5.87753,,-8390.91,3.75993,,-54236.3,2.10276
461.5,,2712.93,5.87753,,-8389.03,3.75994,,-54235.2,2.10283
462,,2715.87,5.87752,,-8387.15,3.75995,,-54234.2,2.10289
462.5,,2718.81,5.87752,,-8385.27,3.75996,,-54233.1,2.10296
463,,2721.75,5.87752,,-8383.39,3.75997,,-54232.1,2.10302
463.5,,2724.69,5.87751,,-8381.51,3.75998,,-54231,2.10309
464,,2727.63,5.87751,,-8379.63,3.75999,,-54230,2.10316
464.5,,2730.57,5.87751,,-8377.75,3.76,,-54228.9,2.10322
465,,2733.51,5.8775,,-8375.87,3.76001,,-54227.9,2.10329
465.5,,2736.44,5.8775,,-8373.99,3.76002,,-54226.8,2.10335
466,,2739.38,5.8775,,-8372.11,3.76003,,-54225.8,2.10342
466.5,,2742.32,5.87749,,-8370.23,3.76004,,-54224.7,2.10348
467,,2745.26,5.87749,,-8368.35,3.76005,,-54223.7,2.10355
467.5,,2748.2,5.87749,,-8366.47,3.76006,,-54222.6,2.10361
468,,2751.14,5.87748,,-8364.59,3.76007,,-54221.6,2.10368
468.5,,2754.08,5.87748,,-8362.71,3.76008,,-54220.5,2.10374
469,,2757.02,5.87748,,-8360.83,3.76009,,-54219.4,2.10381
469.5,,2759.95,5.87747,,-8358.95,3.7601,,-54218.4,2.10387
470,,2762.89,5.87747,,-8357.07,3.76011,,-54217.3,2.10394
470.5,,2765.83,5.87747,,-8355.19,3.76012,,-54216.3,2.104
471,,2768.77,5.87746,,-8353.31,3.76013,,-54215.2,2.10407
471.5,,2771.71,5.87746,,-8351.43,3.76014,,-54214.2,2.10413
472,,2774.65,5.87746,,-8349.55,3.76015,,-54213.1,2.1042
472.5,,2777.59,5.87745,,-8347.67,3.76016,,-54212.1,2.10426
473,,2780.53,5.87745,,-8345.79,3.76017,,-54211,2.10433
473.5,,2783.46,5.87745,,-8343.91,3.76018,,-54210,2.10439
474,,2786.4,5.87744,,-8342.03,3.76019,,-54208.9,2.10446
474.5,,2789.34,5.87744,,-8340.15,3.7602,,-54207.9,2.10452
475,,2792.28,5.87744,,-8338.27,3.76021,,-54206.8,2.10459
475.5,,2795.22,5.87743,,-8336.39,3.76022,,-54205.8,2.10465
476,,2798.16,5.87743,,-8334.51,3.76023,,-54204.7,2.10472
476.5,,2801.1,5.87743,,-8332.63,3.76024,,-54203.7,2.10479
477,,2804.03,5.87742,,-8330.75,3.76025,,-54202.6,2.10485
477.5,,2806.97,5.87742,,-8328.87,3.76026,,-54201.6,2.10492
478,,2809.91,5.87742,,-8326.99,3.76027,,-54200.5,2.10498
478.5,,2812.85,5.87741,,-8325.11,3.76028,,-54199.5,2.10505
479,,2815.79,5.87741,,-8323.23,3.76029,,-54198.4,2.10511
479.5,,2818.73,5.87741,,-8321.35,3.7603,,-54197.3,2.10518
480,,2821.67,5.8774,,-8319.47,3.76031,,-54196.3,2.10524
480.5,,2824.61,5.8774,,-8317.59,3.76032,,-54195.2,2.10531
481,,2827.54,5.8774,,-8315.71,3.76033,,-54194.2,2.10537
481.5,,2830.48,5.87739,,-8313.83,3.76034,,-54193.1,2.10544
482,,2833.42,5.87739,,-8311.95,3.76035,,-54192.1,2.1055
482.5,,2836.36,5.87739,,-8310.07,3.76036,,-54191,2.10557
483,,2839.3,5.87738,,-8308.19,3.76037,,-54190,2.10563
483.5,,2842.24,5.87738,,-8306.31,3.76038,,-54188.9,2.1057
484,,2845.18,5.87738,,-8304.43,3.76039,,-54187.9,2.10576
484.5,,2848.12,5.87737,,-8302.55,3.7604,,-54186.8,2.10583
485,,2851.05,5.87737,,-8300.67,3.76041,,-54185.8,2.10589
485.5,,2853.99,5.87737,,-8298.79,3.76042,,-54184.7,2.10596
486,,2856.93,5.87736,,-8296.91,3.76043,,-54183.7,2.10603
486.5,,2859.87,5.87736,,-8295.03,3.76044,,-54182.6,2.10609
487,,2862.81,5.87735,,-8293.15,3.76045,,-54181.6,2.10616
487.5,,2865.75,5.87735,,-8291.27,3.76046,,-54180.5,2.10622
488,,2868.69,5.87735,,-8289.39,3.76047,,-54179.5,2.10629
488.5,,2871.62,5.87734,,-8287.51,3.76048,,-54178.4,2.10635
489,,2874.56,5.87734,,-8285.63,3.76049,,-54177.3,2.10642
489.5,,2877.5,5.87734,,-8283.75,3.7605,,-54176.3,2.10648
490,,2880.44,5.87733,,-8281.87,3.76051,,-54175.2,2.10655
490.5,,2883.38,5.87733,,-8279.99,3.76052,,-54174.2,2.10661
491,,2886.32,5.87733,,-8278.11,3.76053,,-54173.1,2.10668
491.5,,2889.26,5.87732,,-8276.23,3.76054,,-54172.1,2.10674
492,,2892.2,5.87732,,-8274.35,3.76055,,-54171,2.10681
492.5,,2895.13,5.87732,,-8272.47,3.76056,,-54170,2.10687
493,,2898.07,5.87731,,-8270.58,3.76057,,-54168.9,2.10694
493.5,,2901.01,5.87731,,-8268.7,3.76058,,-54167.9,2.10701
494,,2903.95,5.87731,,-8266.82,3.76059,,-54166.8,2.10707
494.5,,2906.89,5.8773,,-8264.94,3.7606,,-54165.8,2.10714
495,,2909.83,5.8773,,-8263.06,3.76061,,-54164.7,2.1072
495.5,,2912.77,5.8773,,-8261.18,3.76062,,-54163.7,2.10727
496,,2915.7,5.87729,,-8259.3,3.76063,,-54162.6,2.10733
496.5,,2918.64,5.87729,,-8257.42,3.76064,,-54161.5,2.1074
497,,2921.58,5.87729,,-8255.54,3.76065,,-54160.5,2.10746
497.5,,2924.52,5.87728,,-8253.66,3.76066,,-54159.4,2.10753
498,,2927.46,5.87728,,-8251.78,3.76067,,-54158.4,2.10759
498.5,,2930.4,5.87727,,-8249.9,3.76068,,-54157.3,2.10766
499,,2933.34,5.87727,,-8248.02,3.76069,,-54156.3,2.10772
499.5,,2936.28,5.87727,,-8246.14,3.7607,,-54155.2,2.10779
500,,2939.21,5.87726,,-8244.26,3.76071,,-54154.2,2.10786
500.5,,2942.15,5.87726,,-8242.38,3.76072,,-54153.1,2.10792
501,,2945.09,5.87726,,-8240.5,3.76073,,-54152.1,2.10799
501.5,,2948.03,5.87725,,-8238.62,3.76074,,-54151,2.10805
502,,2950.97,5.87725,,-8236.74,3.76075,,-54150,2.10812
502.5,,2953.91,5.87725,,-8234.86,3.76076,,-54148.9,2.10818
503,,2956.85,5.87724,,-8232.98,3.76077,,-54147.8,2.10825
503.5,,2959.78,5.87724,,-8231.1,3.76078,,-54146.8,2.10831
504,,2962.72,5.87724,,-8229.22,3.76079,,-54145.7,2.10838
504.5,,2965.66,5.87723,,-8227.34,3.7608,,-54144.7,2.10844
505,,2968.6,5.87723,,-8225.46,3.76081,,-54143.6,2.10851
505.5,,2971.54,5.87722,,-8223.58,3.76082,,-54142.6,2.10857
506,,2974.48,5.87722,,-8221.7,3.76083,,-54141.5,2.10864
506.5,,2977.42,5.87722,,-8219.82,3.76084,,-54140.5,2.10871
507,,2980.35,5.87721,,-8217.93,3.76085,,-54139.4,2.10877
507.5,,2983.29,5.87721,,-8216.05,3.76086,,-54138.4,2.10884
508,,2986.23,5.87721,,-8214.17,3.76087,,-54137.3,2.1089
508.5,,2989.17,5.8772,,-8212.29,3.76088,,-54136.2,2.10897
509,,2992.11,5.8772,,-8210.41,3.76089,,-54135.2,2.10903
509.5,,2995.05,5.8772,,-8208.53,3.7609,,-54134.1,2.1091
510,,2997.99,5.87719,,-8206.65,3.76091,,-54133.1,2.10916
510.5,,3000.92,5.87719,,-8204.77,3.76092,,-54132,2.10923
511,,3003.86,5.87718,,-8202.89,3.76093,,-54131,2.10929
511.5,,3006.8,5.87718,,-8201.01,3.76094,,-54129.9,2.10936
512,,3009.74,5.87718,,-8199.13,3.76095,,-54128.9,2.10942
512.5,,3012.68,5.87717,,-8197.25,3.76096,,-54127.8,2.10949
513,,3015.62,5.87717,,-8195.37,3.76097,,-54126.8,2.10956
513.5,,3018.56,5.87717,,-8193.49,3.76098,,-54125.7,2.10962
514,,3021.49,5.87716,,-8191.61,3.76099,,-54124.6,2.10969
514.5,,3024.43,5.87716,,-8189.73,3.761,,-54123.6,2.10975
515,,3027.37,5.87716,,-8187.85,3.76101,,-54122.5,2.10982
515.5,,3030.31,5.87715,,-8185.97,3.76102,,-54121.5,2.10988
516,,3033.25,5.87715,,-8184.09,3.76103,,-54120.4,2.10995
516.5,,3036.19,5.87714,,-8182.21,3.76104,,-54119.4,2.11001
517,,3039.13,5.87714,,-8180.33,3.76105,,-54118.3,2.11008
517.5,,3042.06,5.87714,,-8178.44,3.76106,,-54117.3,2.11015
518,,3045,5.87713,,-8176.56,3.76107,,-54116.2,2.11021
518.5,,3047.94,5.87713,,-8174.68,3.76108,,-54115.1,2.11028
519,,3050.88,5.87713,,-8172.8,3.76109,,-54114.1,2.11034
519.5,,3053.82,5.87712,,-8170.92,3.7611,,-54113,2.11041
520,,3056.76,5.87712,,-8169.04,3.76111,,-54112,2.11047
520.5,,3059.7,5.87712,,-8167.16,3.76112,,-54110.9,2.11054
521,,3062.63,5.87711,,-8165.28,3.76113,,-54109.9,2.1106
521.5,,3065.57,5.87711,,-8163.4,3.76114,,-54108.8,2.11067
522,,3068.51,5.8771,,-8161.52,3.76115,,-54107.8,2.11073
522.5,,3071.45,5.8771,,-8159.64,3.76116,,-54106.7,2.1108
523,,3074.39,5.8771,,-8157.76,3.76117,,-54105.7,2.11087
523.5,,3077.33,5.87709,,-8155.88,3.76118,,-54104.6,2.11093
524,,3080.27,5.87709,,-8154,3.76119,,-54103.5,2.111
524.5,,3083.2,5.87709,,-8152.12,3.7612,,-54102.5,2.11106
525,,3086.14,5.87708,,-8150.24,3.76121,,-54101.4,2.11113
525.5,,3089.08,5.87708,,-8148.36,3.76122,,-54100.4,2.11119
526,,3092.02,5.87707,,-8146.48,3.76123,,-54099.3,2.11126
526.5,,3094.96,5.87707,,-8144.59,3.76124,,-54098.3,2.11132
527,,3097.9,5.87707,,-8142.71,3.76125,,-54097.2,2.11139
527.5,,3100.84,5.87706,,-8140.83,3.76126,,-54096.2,2.11146
528,,3103.77,5.87706,,-8138.95,3.76127,,-54095.1,2.11152
528.5,,3106.71,5.87706,,-8137.07,3.76128,,-54094,2.11159
529,,3109.65,5.87705,,-8135.19,3.76129,,-54093,2.11165
529.5,,3112.59,5.87705,,-8133.31,3.7613,,-54091.9,2.11172
530,,3115.53,5.87704,,-8131.43,3.76131,,-54090.9,2.11178
530.5,,3118.47,5.87704,,-8129.55,3.76132,,-54089.8,2.11185
531,,3121.41,5.87704,,-8127.67,3.76133,,-54088.8,2.11191
531.5,,3124.34,5.87703,,-8125.79,3.76134,,-54087.7,2.11198
532,,3127.28,5.87703,,-8123.91,3.76135,,-54086.6,2.11205
532.5,,3130.22,5.87703,,-8122.03,3.76136,,-54085.6,2.11211
533,,3133.16,5.87702,,-8120.15,3.76137,,-54084.5,2.11218
533.5,,3136.1,5.87702,,-8118.27,3.76138,,-54083.5,2.11224
534,,3139.04,5.87701,,-8116.38,3.76139,,-54082.4,2.11231
534.5,,3141.98,5.87701,,-8114.5,3.7614,,-54081.4,2.11237
535,,3144.91,5.87701,,-8112.62,3.76141,,-54080.3,2.11244
535.5,,3147.85,5.877,,-8110.74,3.76142,,-54079.3,2.1125
536,,3150.79,5.877,,-8108.86,3.76143,,-54078.2,2.11257
536.5,,3153.73,5.87699,,-8106.98,3.76144,,-54077.1,2.11264
537,,3156.67,5.87699,,-8105.1,3.76145,,-54076.1,2.1127
537.5,,3159.61,5.87699,,-8103.22,3.76146,,-54075,2.11277
538,,3162.54,5.87698,,-8101.34,3.76147,,-54074,2.11283
538.5,,3165.48,5.87698,,-8099.46,3.76148,,-54072.9,2.1129
539,,3168.42,5.87698,,-8097.58,3.76149,,-54071.9,2.11296
539.5,,3171.36,5.87697,,-8095.7,3.7615,,-54070.8,2.11303
540,,3174.3,5.87697,,-8093.82,3.76151,,-54069.7,2.11309
540.5,,3177.24,5.87696,,-8091.94,3.76151,,-54068.7,2.11316
541,,3180.18,5.87696,,-8090.05,3.76152,,-54067.6,2.11323
541.5,,3183.11,5.87696,,-8088.17,3.76153,,-54066.6,2.11329
542,,3186.05,5.87695,,-8086.29,3.76154,,-54065.5,2.11336
542.5,,3188.99,5.87695,,-8084.41,3.76155,,-54064.5,2.11342
543,,3191.93,5.87694,,-8082.53,3.76156,,-54063.4,2.11349
543.5,,3194.87,5.87694,,-8080.65,3.76157,,-54062.4,2.11355
544,,3197.81,5.87694,,-8078.77,3.76158,,-54061.3,2.11362
544.5,,3200.74,5.87693,,-8076.89,3.76159,,-54060.2,2.11369
545,,3203.68,5.87693,,-8075.01,3.7616,,-54059.2,2.11375
545.5,,3206.62,5.87693,,-8073.13,3.76161,,-54058.1,2.11382
546,,3209.56,5.87692,,-8071.25,3.76162,,-54057.1,2.11388
546.5,,3212.5,5.87692,,-8069.37,3.76163,,-54056,2.11395
547,,3215.44,5.87691,,-8067.49,3.76164,,-54055,2.11401
547.5,,3218.38,5.87691,,-8065.6,3.76165,,-54053.9,2.11408
548,,3221.31,5.87691,,-8063.72,3.76166,,-54052.8,2.11414
548.5,,3224.25,5.8769,,-8061.84,3.76167,,-54051.8,2.11421
549,,3227.19,5.8769,,-8059.96,3.76168,,-54050.7,2.11428
549.5,,3230.13,5.87689,,-8058.08,3.76169,,-54049.7,2.11434
550,,3233.07,5.87689,,-8056.2,3.7617,,-54048.6,2.11441
550.5,,3236.01,5.87689,,-8054.32,3.76171,,-54047.6,2.11447
551,,3238.94,5.87688,,-8052.44,3.76172,,-54046.5,2.11454
551.5,,3241.88,5.87688,,-8050.56,3.76173,,-54045.4,2.1146
552,,3244.82,5.87687,,-8048.68,3.76174,,-54044.4,2.11467
552.5,,3247.76,5.87687,,-8046.8,3.76175,,-54043.3,2.11474
553,,3250.7,5.87687,,-8044.91,3.76176,,-54042.3,2.1148
553.5,,3253.64,5.87686,,-8043.03,3.76177,,-54041.2,2.11487
554,,3256.58,5.87686,,-8041.15,3.76178,,-54040.2,2.11493
554.5,,3259.51,5.87685,,-8039.27,3.76179,,-54039.1,2.115
555,,3262.45,5.87685,,-8037.39,3.7618,,-54038,2.11506
555.5,,3265.39,5.87685,,-8035.51,3.76181,,-54037,2.11513
556,,3268.33,5.87684,,-8033.63,3.76182,,-54035.9,2.1152
556.5,,3271.27,5.87684,,-8031.75,3.76183,,-54034.9,2.11526
557,,3274.21,5.87683,,-8029.87,3.76184,,-54033.8,2.11533
557.5,,3277.14,5.87683,,-8027.99,3.76185,,-54032.7,2.11539
